Start,Steps,Max Value,Even Steps,Odd Steps
43950,101,148336,68,33
82303,143,2812480,94,49
62444,109,320488,73,36
91669,32,275008,26,6
74028,37,83284,29,8
139,41,628,28,13
359,50,9232,34,16
75251,112,338632,75,37
85377,89,256132,61,28
99932,66,168640,47,19
30655,147,785680,96,51
25880,51,25880,37,14
81533,200,8153620,129,71
55779,184,251008,119,65
37773,124,113320,82,42
58479,197,749392,127,70
64354,47,96532,35,12
26763,157,846916,102,55
13284,107,45520,71,36
63923,86,287656,59,27
39421,98,959092,66,32
55569,47,166708,35,12
85091,58,382912,42,16
20220,87,145780,59,28
57170,78,1564756,54,24
74966,86,486952,59,27
46841,176,177856,114,62
44696,114,44696,76,38
84755,133,381400,88,45
77989,169,233968,110,59
58343,166,664576,108,58
18952,123,18952,81,42
1308,145,9232,93,52
80389,94,241168,64,30
90769,164,272308,107,57
35429,111,106288,74,37
92022,190,1702276,123,67
75775,231,14747488,148,83
38976,137,38976,90,47
1141,106,9232,69,37
24843,157,111796,102,55
26422,77,150496,53,24
1709,55,5128,38,17
3631,100,176740,66,34
19596,136,22048,89,47
76022,156,192436,102,54
28309,59,84928,42,17
44790,75,113380,52,23
55691,184,338740,119,65
26087,82,297160,56,26
16860,159,28456,103,56
7685,145,23056,94,51
91089,133,273268,88,45
1208,18,1208,15,3
46100,39,46100,30,9
67497,112,6568288,75,37
66094,68,223072,48,20
29690,240,481624,153,87
48652,65,54736,46,19
13894,107,31264,71,36
97809,159,293428,104,55
66419,42,298888,32,10
60012,91,547540,62,29
38636,168,48904,109,59
56116,60,56116,43,17
95072,53,95072,39,14
78406,107,176416,72,35
72703,156,45329920,102,54
78519,169,530008,110,59
72806,125,897856,83,42
58955,47,265300,35,12
28065,183,84196,118,65
79064,169,126664,110,59
2455,133,16576,86,47
20879,87,211408,59,28
51099,158,621592,103,55
62155,60,279700,43,17
12992,45,12992,33,12
68345,205,374596,132,73
36594,62,156328,44,18
36305,67,108916,47,20
30387,72,136744,50,22
55221,60,165664,43,17
69339,205,2134996,132,73
94290,84,537028,58,26
21084,56,35584,40,16
18355,110,82600,73,37
22191,118,224692,78,40
6143,155,1276936,100,55
28399,165,3934960,107,58
51972,140,51972,92,48
41863,181,282580,117,64
98669,146,1200256,96,50
53411,70,240352,49,21
19504,136,19504,89,47
48457,158,245320,103,55
82036,151,82036,99,52
8017,145,24052,94,51
2385,102,39364,67,35
62321,86,186964,59,27
15073,89,128788,60,29
80019,94,547540,64,30
40511,173,1052512,112,61
48934,127,110104,84,43
21827,131,98224,86,45
68027,99,1047328,67,32
25519,126,258388,83,43
24046,43,81160,32,11
50877,83,152632,57,26
92447,177,1404052,115,62
90103,164,608200,107,57
51920,140,51920,92,48
99442,190,238948,123,67
27104,38,27104,29,9
36189,93,108568,63,30
5846,142,13156,92,50
86699,164,390148,107,57
36675,36,165040,28,8
19338,22,29008,19,3
22314,131,33472,86,45
26944,46,26944,34,12
77950,169,887920,110,59
277,16,832,13,3
51152,78,51152,54,24
17612,141,19816,92,49
11945,249,497176,158,91
52888,52,52888,38,14
81443,89,366496,61,28
49848,65,49848,46,19
58654,153,634228,100,53
86073,195,1276936,126,69
56623,197,2942080,127,70
27811,90,125152,61,29
77843,107,350296,72,35
10504,29,10504,23,6
84762,102,127144,69,33
36977,36,110932,28,8
11591,86,237976,58,28
10887,117,73492,77,40
12867,63,57904,44,19
66625,68,199876,48,20
68900,81,87208,56,25
32793,54,110680,39,15
9765,73,29296,50,23
86157,120,258472,80,40
42728,150,42728,98,52
78472,169,78472,110,59
8069,70,24208,48,22
7296,39,7296,29,10
41161,57,208384,41,16
11391,205,1108564,131,74
20132,92,86020,62,30
94755,190,426400,123,67
75970,107,144232,72,35
15039,270,9635920,171,99
52328,47,52328,35,12
93719,133,632608,88,45
77065,169,390148,110,59
21282,56,31924,40,16
54190,184,182896,119,65
48512,65,48512,46,19
8606,109,176740,72,37
1382,127,9232,82,45
66635,68,299860,48,20
19811,43,89152,32,11
24323,64,109456,45,19
41870,62,141316,44,18
32956,160,400948,104,56
61389,60,184168,43,17
10208,60,10208,42,18
87330,133,130996,88,45
67629,60,202888,43,17
28221,59,84664,42,17
84051,133,478708,88,45
74086,50,166696,37,13
22032,162,22032,105,57
70722,81,106084,56,25
80808,45,80808,34,11
71313,55,213940,40,15
59767,166,817936,108,58
12450,37,18676,28,9
89834,133,134752,88,45
56700,60,215296,43,17
81254,182,182824,118,64
46093,176,138280,114,62
63672,99,63672,67,32
10351,117,283336,77,40
96159,97,1642984,66,31
68488,29,68488,24,5
17623,53,118960,38,15
70264,174,88936,113,61
53118,78,680704,54,24
58395,241,3788368,154,87
23783,219,270916,140,79
28455,90,216088,61,29
67905,112,203716,75,37
15593,84,118420,57,27
22174,206,250504,132,74
33205,98,99616,66,32
35597,72,106792,50,22
34325,80,102976,55,25
61203,73,275416,51,22
89401,239,62710036,153,86
30751,103,467044,69,34
76113,200,365776,129,71
16567,97,179152,65,32
7191,70,48544,48,22
88608,71,88608,50,21
38334,137,560356,90,47
80906,138,121360,91,47
89572,164,191320,107,57
1590,104,39364,68,36
25236,95,45520,64,31
160,10,160,9,1
12146,63,20500,44,19
80910,182,273076,118,64
31922,98,53872,66,32
16238,66,54808,46,20
8245,127,24736,83,44
14744,133,14744,87,46
97103,190,983176,123,67
46102,176,103732,114,62
84228,45,84228,34,11
99533,141,345544,93,48
56379,228,695464,146,82
71127,99,547540,67,32
56072,184,575728,119,65
71122,81,270052,56,25
74764,187,575728,121,66
93815,133,633256,88,45
12238,63,69712,44,19
15650,146,23476,95,51
37714,62,322216,44,18
73464,174,8153620,113,61
45410,44,68116,33,11
48767,83,4745608,57,26
46155,145,207700,95,50
7017,194,250504,124,70
79564,76,89512,53,23
48689,70,156004,49,21
89679,115,908008,77,38
54239,184,823768,119,65
58609,73,175828,51,22
89082,239,481624,153,86
31898,54,47848,39,15
50962,109,183688,73,36
68704,29,68704,24,5
44758,114,121012,76,38
26918,139,60568,91,48
22737,131,599056,86,45
27991,121,188944,80,41
62552,42,62552,32,10
58162,73,98152,51,22
79624,76,85048,53,23
22441,113,647080,75,38
35206,80,79216,55,25
80812,138,115072,91,47
55104,109,55104,73,36
70813,81,212440,56,25
41628,111,320488,74,37
19009,123,57028,81,42
71275,218,975400,140,78
32403,67,145816,47,20
53385,70,1154464,49,21
5794,142,9232,92,50
5572,36,5572,27,9
96868,102,314656,69,33
16210,71,155824,49,22
90931,177,409192,115,62
43149,70,129448,49,21
91219,164,986308,107,57
2225,138,9232,89,49
48696,158,48696,103,55
32442,160,48664,104,56
39130,181,225988,117,64
62369,86,187108,59,27
92123,71,699568,50,21
44761,132,151072,87,45
23479,51,158488,37,14
71855,218,776932,140,78
94231,84,636064,58,26
85717,32,257152,26,6
12181,37,36544,28,9
98539,120,561220,80,40
15373,146,46120,95,51
29797,116,89392,77,39
58273,60,174820,43,17
89964,71,170800,50,21
98827,146,444724,96,50
93636,146,93636,96,50
54041,65,230848,46,19
75358,156,381508,102,54
71369,161,846916,105,56
78357,169,235072,110,59
16212,115,16212,76,39
5843,80,26296,54,26
63116,104,71008,70,34
66853,68,200560,48,20
45969,145,137908,95,50
17509,79,52528,54,25
22006,74,237976,51,23
54576,140,65608,92,48
80743,169,3104080,110,59
18972,61,32020,43,18
25600,33,25600,26,7
87593,239,3788368,153,86
66915,68,301120,48,20
67056,112,67056,75,37
87698,195,221992,126,69
5356,28,6784,22,6
54121,78,410992,54,24
74620,94,283336,64,30
38343,137,897856,90,47
85993,195,1101976,126,69
78861,63,236584,45,18
2258,37,8584,27,10
27365,59,82096,42,17
24973,64,74920,45,19
26655,77,404836,53,24
80770,169,163780,110,59
81424,89,81424,61,28
29321,103,250504,69,34
20809,149,105352,97,52
52390,127,149200,84,43
95691,146,430612,96,50
34774,85,237976,58,27
51169,202,2523796,130,72
27748,183,33352,118,65
76397,138,367144,91,47
83693,133,251080,88,45
57506,34,86260,27,7
85897,89,489220,61,28
18136,92,39364,62,30
90888,84,90888,58,26
96036,84,121552,58,26
47378,83,455380,57,26
23555,82,106000,56,26
62492,254,975400,162,92
55622,91,125152,62,29
58284,60,82996,43,17
85141,58,255424,42,16
16924,40,28564,30,10
47592,101,47592,68,33
62262,135,354616,89,46
54337,39,163012,30,9
74084,50,74084,37,13
60949,179,182848,116,63
33003,72,187972,50,22
80099,32,360448,26,6
73017,218,1579012,140,78
26673,69,80020,48,21
4214,157,21688,101,56
10294,117,250504,77,40
99978,159,149968,104,55
55861,153,167584,100,53
62508,135,70324,89,46
57135,104,578500,70,34
2101,32,6304,24,8
61998,179,209248,116,63
28173,108,84520,72,36
20133,92,86020,62,30
18200,22,18200,19,3
36610,62,54916,44,18
42966,101,392020,68,33
8017,145,24052,94,51
39780,75,39780,52,23
31882,54,47824,39,15
82595,120,371680,80,40
24473,113,82600,75,38
51814,171,116584,111,60
36022,67,153880,47,20
54132,140,54132,92,48
24088,43,24088,32,11
12829,50,38488,36,14
61611,135,277252,89,46
96665,190,326248,123,67
1402,83,9232,55,28
85180,102,215620,69,33
15194,71,22792,49,22
92390,58,207880,42,16
44865,101,134596,68,33
20308,43,20308,32,11
19612,105,59668,70,35
43792,44,43792,33,11
11951,94,121012,63,31
76241,107,228724,72,35
77404,76,130624,53,23
2746,128,9232,83,45
55244,122,95956,81,41
3867,82,223072,55,27
32246,191,137752,123,68
44725,70,134176,49,21
71355,218,695464,140,78
51375,96,4745608,65,31
30117,64,90352,45,19
81030,76,182320,53,23
93575,146,631636,96,50
20448,136,41524,89,47
30432,33,30432,26,7
17909,92,53728,62,30
29337,72,99016,50,22
40993,62,122980,44,18
55351,140,531988,92,48
69562,187,225988,121,66
51956,52,51956,38,14
61241,86,206692,59,27
20094,92,228904,62,30
6156,36,6928,27,9
46608,114,95956,76,38
33488,129,33488,85,44
55669,60,167008,43,17
20964,87,85048,59,28
50125,88,150376,60,28
52871,78,356884,54,24
56548,109,86020,73,36
64111,179,2079592,116,63
53555,70,241000,49,21
20937,87,106000,59,28
4427,95,19924,63,32
88840,195,144340,126,69
27607,152,398032,99,53
47833,52,161440,38,14
28152,82,202984,56,26
79304,50,79304,37,13
11309,112,39364,74,38
62523,86,316528,59,27
45672,31,45672,25,6
90307,208,406384,134,74
94109,84,282328,58,26
2205,45,6616,32,13
92770,208,190996,134,74
87266,71,130900,50,21
31132,85,133000,58,27
52429,140,157288,92,48
33871,41,342952,31,10
49068,127,283336,84,43
58586,166,400948,108,58
21608,118,21608,78,40
24969,51,142216,37,14
98935,159,667816,104,55
11909,143,35728,93,50
26424,77,37636,53,24
74708,37,74708,29,8
78258,182,225988,118,64
61216,86,61216,59,27
55836,109,94228,73,36
49430,119,111220,79,40
82153,138,623860,91,47
38459,168,194704,109,59
46170,145,69256,95,50
7660,176,1276936,113,63
60615,210,409156,135,75
77241,107,260692,72,35
32794,160,49192,104,56
46474,52,69712,38,14
96763,97,551104,66,31
89389,133,268168,88,45
97619,151,3166504,99,52
88331,164,397492,107,57
55752,60,55752,43,17
78916,76,78916,53,23
54255,122,927016,81,41
7007,88,106432,59,29
74219,169,2407480,110,59
65345,68,196036,48,20
33841,85,101524,58,27
32431,72,328372,50,22
23092,51,23092,37,14
32984,98,70468,66,32
23990,188,91096,121,67
75452,156,190996,102,54
18991,92,243376,62,30
90271,115,5205544,77,38
80361,76,686536,53,23
36082,142,102760,93,49
11034,130,16552,85,45
16242,40,27412,30,10
5940,49,5940,35,14
47563,52,214036,38,14
35064,80,66580,55,25
76722,169,129472,110,59
27046,90,61720,61,29
44770,70,67156,49,21
47119,83,477088,57,26
84704,58,84704,42,16
21626,162,32440,105,57
27077,46,81232,34,12
64806,68,145816,48,20
44606,163,338740,106,57
84566,58,190276,42,16
88510,120,672136,80,40
39122,80,237976,55,25
65102,73,247192,51,22
31434,103,47152,69,34
43310,44,146176,33,11
67469,86,202408,59,27
44255,119,672136,79,40
67294,205,383272,132,73
96259,146,433168,96,50
37854,199,363832,128,71
38406,168,86416,109,59
66653,161,199960,105,56
43528,57,43528,41,16
77228,169,86884,110,59
493,48,1480,33,15
93419,84,897856,58,26
8812,52,25108,37,15
93345,283,1345732,180,103
24273,188,83104,121,67
93936,84,150496,58,26
72011,143,324052,94,49
92493,71,277480,50,21
47154,145,79576,95,50
54111,176,821824,114,62
13980,58,26548,41,17
28329,152,1089124,99,53
12868,76,12868,52,24
59235,135,266560,89,46
25852,170,209680,110,60
31280,103,31280,69,34
96064,53,96064,39,14
73403,156,371608,102,54
15450,146,23176,95,51
76222,143,846916,94,49
89081,71,856168,50,21
5452,67,39364,46,21
87179,102,392308,69,33
41317,57,123952,41,16
63065,55,212848,40,15
63762,179,775636,116,63
38871,124,262384,82,42
96567,97,651832,66,31
30874,59,46312,42,17
58628,135,58628,89,46
66156,143,905416,94,49
99187,190,446344,123,67
25373,56,76120,40,16
3643,162,18448,104,58
28002,33,42004,26,7
34065,41,102196,31,10
94827,177,426724,115,62
14123,58,63556,41,17
24821,157,74464,102,55
68432,29,68432,24,5
55746,91,357208,62,29
50082,114,75124,76,38
70903,112,478600,75,37
8712,47,8712,34,13
85133,58,255400,42,16
18794,123,28192,81,42
8200,39,8200,29,10
76254,200,4946992,129,71
36192,41,36192,31,10
10212,179,1276936,115,64
63070,55,319300,40,15
88897,133,266692,88,45
56747,228,552904,146,82
21543,74,163600,51,23
31313,85,150496,58,27
45243,62,229048,44,18
93784,133,93784,88,45
87894,102,197764,69,33
55389,91,166168,62,29
27692,90,31156,61,29
77961,169,1123936,110,59
84389,81,253168,56,25
22602,87,33904,59,28
18021,40,54064,30,10
8156,65,13768,45,20
69120,50,69120,37,13
81052,63,153880,45,18
36778,49,55168,36,13
19711,97,1010392,65,32
24533,51,73600,37,14
18602,123,27904,81,42
63228,179,911572,116,63
4968,90,9232,60,30
84290,89,270052,61,28
20023,211,2633632,135,76
43464,163,43464,106,57
74672,37,74672,29,8
5723,173,48904,111,62
27414,59,61684,42,17
92773,208,278320,134,74
81051,182,923236,118,64
85868,50,163024,37,13
83597,89,250792,61,28
66733,91,202984,62,29
12298,156,18448,101,55
68324,174,68324,113,61
23817,100,120580,67,33
40696,181,77272,117,64
19703,74,133000,51,23
25243,170,3934960,110,60
55842,91,83764,62,29
67713,42,203140,32,10
85664,76,85664,53,23
92765,146,278296,96,50
53575,122,1029832,81,41
85745,32,257236,26,6
28483,59,128176,42,17
9172,109,9232,72,37
98933,159,296800,104,55
3697,38,11092,28,10
20059,118,171376,78,40
20314,180,32560,116,64
19150,198,6810136,127,71
53522,52,342952,38,14
45741,70,137224,49,21
4957,134,14872,87,47
75732,94,75732,64,30
82613,58,247840,42,16
66642,91,427012,62,29
63812,55,63812,40,15
52161,83,237976,57,26
51314,78,86596,54,24
63233,42,189700,32,10
15418,53,23128,38,15
24730,64,37096,45,19
30100,41,30100,31,10
98135,159,662416,104,55
29962,165,44944,107,58
12603,63,63808,44,19
9257,259,975400,164,95
86121,76,653992,53,23
34682,67,166696,47,20
91329,71,273988,50,21
87441,120,262324,80,40
64790,68,145780,48,20
43362,132,250504,87,45
64504,99,275560,67,32
34541,173,103624,112,61
26537,152,6980632,99,53
84701,133,254104,88,45
63044,148,63044,97,51
78533,138,235600,91,47
56576,122,56576,81,41
2872,53,9232,37,16
46003,57,207016,41,16
49813,96,149440,65,31
22627,113,101824,75,38
59980,65,67480,46,19
76058,55,114088,40,15
66669,55,427192,40,15
99004,190,338740,123,67
80071,68,540484,48,20
89391,239,5878384,153,86
42999,101,290248,68,33
63815,223,2759992,143,80
45608,31,45608,25,6
7813,39,23440,29,10
61845,148,185536,97,51
70094,218,399220,140,78
2180,45,2180,32,13
43799,163,295648,106,57
74602,112,111904,75,37
8276,127,9232,83,44
50575,65,512080,46,19
47858,158,560356,103,55
20701,149,62104,97,52
39465,106,505744,71,35
42352,57,42352,41,16
93331,115,419992,77,38
94320,84,94320,58,26
82535,182,1410208,118,64
13870,151,46816,98,53
60316,104,1100608,70,34
93689,177,355732,115,62
20955,87,159136,59,28
31556,103,31556,69,34
63354,78,202984,54,24
82191,138,832192,91,47
45027,176,250504,114,62
46977,132,214324,87,45
80579,94,362608,64,30
91503,177,1042288,115,62
45096,88,45096,60,28
14271,195,365776,125,70
30909,90,237976,61,29
15524,146,44224,95,51
62434,148,93652,97,51
47069,145,141208,95,50
19992,180,250504,116,64
10776,68,10776,47,21
77802,169,116704,110,59
84996,58,84996,42,16
61251,86,275632,59,27
16674,159,26728,103,56
27057,38,81172,29,9
6615,75,80512,51,24
7416,119,15856,78,41
88692,208,250504,134,74
43885,269,975400,171,98
16965,110,50896,73,37
37727,155,572992,101,54
37045,111,111136,74,37
57150,197,1042792,127,70
37545,85,2165128,58,27
49977,88,486952,60,28
32253,98,275560,66,32
3833,56,14560,39,17
90812,102,262168,69,33
80438,244,1567348,156,88
34149,173,102448,112,61
61241,86,206692,59,27
88455,133,597076,88,45
85077,58,255232,42,16
77117,138,250504,91,47
53460,140,53460,92,48
38403,168,172816,109,59
57728,60,57728,43,17
38579,168,173608,109,59
90454,89,203524,61,28
22319,144,225988,94,50
75716,63,75716,45,18
77788,107,131272,72,35
85030,151,191320,99,52
20467,180,92104,116,64
95743,159,7361440,104,55
45476,132,599056,87,45
60143,210,1541428,135,75
85161,226,2182624,145,81
26565,95,79696,64,31
22413,38,67240,29,9
93527,84,631312,58,26
51002,202,1276936,130,72
57650,73,97288,51,22
60958,179,308608,116,63
35518,173,269728,112,61
13157,138,39472,90,48
23065,56,77848,40,16
25712,170,25712,110,60
30107,46,342952,34,12
65459,55,294568,40,15
16590,97,255472,65,32
89273,71,301300,50,21
86512,71,86512,50,21
7215,70,73060,48,22
96118,45,243304,34,11
85732,195,85732,126,69
27128,183,77272,118,65
5142,54,11572,38,16
28885,59,86656,42,17
90422,63,514996,45,18
2709,53,8128,37,16
18376,61,18376,43,18
15089,133,45268,87,46
57616,122,57616,81,41
45047,101,410992,68,33
10015,65,152116,45,20
64426,73,96640,51,22
3274,43,4912,31,12
47136,101,47136,68,33
30882,59,46324,42,17
97023,84,4973236,58,26
78078,63,1334068,45,18
8713,140,44116,91,49
74705,156,224116,102,54
52875,52,237940,38,14
69088,130,69088,86,44
12298,156,18448,101,55
27129,77,103012,53,24
68369,130,205108,86,44
94020,58,94020,42,16
87600,45,87600,34,11
88500,45,88500,34,11
78959,200,1280608,129,71
32921,54,111112,39,15
11157,130,33472,85,45
11109,130,33328,85,45
31846,147,71656,96,51
2801,35,8404,26,9
42713,49,144160,36,13
2611,53,11752,37,16
77604,138,98224,91,47
33873,204,695464,131,73
10729,47,91672,34,13
95103,115,3249880,77,38
95320,146,95320,96,50
20584,30,20584,24,6
85775,102,868480,69,33
7264,18,7264,16,2
67451,161,1093984,105,56
89286,45,200896,34,11
19457,48,58372,35,13
91119,169,6398980,110,59
65943,161,445120,105,56
13690,151,20536,98,53
32935,160,1424464,104,56
33277,90,284308,61,29
19874,74,29812,51,23
13051,76,111508,52,24
66217,143,3818500,94,49
84445,151,253336,99,52
84041,89,1363048,61,28
21645,43,64936,32,11
62022,148,139552,97,51
37126,62,83536,44,18
66900,37,66900,29,8
42292,106,42292,71,35
35061,80,105184,55,25
1539,34,6928,25,9
36177,186,260800,120,66
41521,225,250504,144,81
25676,77,61720,53,24
18288,35,18288,27,8
175,80,9232,52,28
92269,177,394144,115,62
34999,111,236248,74,37
53313,70,159940,49,21
12113,68,36340,47,21
75226,63,135592,45,18
44815,70,453760,49,21
85092,58,90880,42,16
50720,83,50720,57,26
33920,129,33920,85,44
73156,37,73156,29,8
71570,125,275560,83,42
41329,57,123988,41,16
70483,174,602152,113,61
24619,95,110788,64,31
34676,142,34676,93,49
18920,61,18920,43,18
4174,113,15856,74,39
26401,139,79204,91,48
50446,65,170260,46,19
70306,249,975400,159,90
37565,62,112696,44,18
45815,83,309256,57,26
79748,76,113560,53,23
88792,94,88792,64,30
27963,152,141568,99,53
84893,151,407968,99,52
85843,151,1856356,99,52
70534,156,225988,102,54
56185,83,480004,57,26
82913,257,9693268,164,93
10579,55,135592,39,16
18625,110,55876,73,37
39195,199,1004560,128,71
390,120,9232,77,43
99304,97,99304,66,31
67392,86,67392,59,27
13795,107,62080,71,36
58003,122,261016,81,41
35532,186,250504,120,66
52816,140,52816,92,48
4987,165,182068,106,59
32299,72,145348,50,22
1482,47,2224,33,14
56409,153,190384,100,53
69268,55,69268,40,15
16836,35,16836,27,8
27799,108,187648,72,36
91650,84,137476,58,26
64888,68,82132,48,20
19478,48,43828,35,13
17267,53,77704,38,15
86329,120,1400164,80,40
85989,195,257968,126,69
43527,70,293812,49,21
11890,50,20068,36,14
24336,113,24336,75,38
11255,60,75976,42,18
86611,89,493288,61,28
11443,81,51496,55,26
46290,176,400948,114,62
53748,140,53748,92,48
37328,36,37328,28,8
16200,159,25972,103,56
72828,187,276532,121,66
