Start,Steps,Max Value,Even Steps,Odd Steps
2995,48,13480,34,14
99576,190,9198520,123,67
1814,55,13120,38,17
93028,53,93028,39,14
84382,45,427192,34,11
55277,65,165832,46,19
41244,88,111508,60,28
62913,86,188740,59,27
60273,91,180820,62,29
42052,31,42052,25,6
78855,213,532276,137,76
82737,151,248212,99,52
65619,223,539440,143,80
1921,143,9232,92,51
77220,50,146608,37,13
76873,81,389176,56,25
81133,89,243400,61,28
2094,125,9232,81,44
12906,24,19360,20,4
24352,38,24352,29,9
30982,54,69712,39,15
73904,156,73904,102,54
70822,81,201688,56,25
82290,182,400948,118,64
84022,182,9198520,118,64
78514,169,132496,110,59
19875,74,89440,51,23
50932,65,50932,46,19
7675,176,43720,113,63
50517,34,151552,27,7
94575,84,1077280,58,26
60687,179,614464,116,63
94852,177,384640,115,62
69213,55,207640,40,15
2427,120,12292,78,42
90010,164,135016,107,57
68499,68,308248,48,20
29944,72,95956,50,22
66396,161,112048,105,56
44817,70,134452,49,21
4139,157,18628,101,56
91177,177,1038580,115,62
75946,81,113920,56,25
4018,25,6784,20,5
10452,29,10452,23,6
62957,55,188872,40,15
93864,102,93864,69,33
10279,148,78064,96,52
90481,115,271444,77,38
43765,163,131296,106,57
1135,62,14560,42,20
62944,104,62944,70,34
95668,58,95668,42,16
54319,91,549988,62,29
60129,210,2194288,135,75
88057,71,376144,50,21
21870,118,73816,78,40
5040,41,5040,30,11
21282,56,31924,40,16
10443,60,46996,42,18
73789,50,221368,37,13
27587,152,124144,99,53
53054,122,453256,81,41
50490,109,345544,73,36
83105,76,599056,53,23
86347,164,388564,107,57
67088,68,67088,48,20
12626,156,182068,101,55
34398,67,174148,47,20
58672,47,58672,35,12
91786,115,176740,77,38
66898,91,1928932,62,29
26150,108,59668,72,36
60031,117,4381288,78,39
69907,112,447928,75,37
5284,103,15064,68,35
7611,132,38536,86,46
43327,88,4002208,60,28
14925,71,44776,49,22
76163,107,342736,72,35
870,28,1960,21,7
97089,27,291268,23,4
1015,36,6856,26,10
10104,179,138400,115,64
82523,120,892276,80,40
96008,146,102544,96,50
33459,67,150568,47,20
90606,208,2092552,134,74
82410,151,123616,99,52
23249,175,69748,113,62
89161,94,1626856,64,30
43517,132,954016,87,45
29062,165,65392,107,58
24171,95,108772,64,31
8025,44,27088,32,12
82215,76,624328,53,23
85948,133,367144,88,45
43804,163,73924,106,57
19297,211,225988,135,76
91830,177,348676,115,62
92709,58,278128,42,16
86665,76,740392,53,23
18258,66,156004,46,20
12856,169,12856,109,60
85179,195,777112,126,69
20026,66,30040,46,20
4459,46,20068,33,13
63611,130,515860,86,44
70844,81,179332,56,25
83962,89,538000,61,28
49832,127,49832,84,43
43428,163,82456,106,57
93810,89,304720,61,28
38507,75,185056,52,23
5669,80,17008,54,26
91471,120,926152,80,40
47196,52,79648,38,14
73234,156,234628,102,54
24418,113,36628,75,38
81983,169,3786424,110,59
10752,16,10752,15,1
46219,57,207988,41,16
7353,163,24820,105,58
79053,169,237160,110,59
88836,71,88836,50,21
97494,71,219364,50,21
28928,20,28928,18,2
41095,137,277396,90,47
54123,140,243556,92,48
29494,103,255472,69,34
92248,58,92248,42,16
73540,63,73540,45,18
31708,54,53512,39,15
68815,81,744064,56,25
7297,163,21892,105,58
25399,201,171448,129,72
35843,93,161296,63,30
13262,138,75544,90,48
76710,200,172600,129,71
95986,97,778408,66,31
56705,153,170116,100,53
67174,68,151144,48,20
31782,129,71512,85,44
13653,19,40960,17,2
5104,59,9232,41,18
25501,201,1276936,129,72
35530,186,250504,120,66
18453,154,55360,100,54
49394,145,534112,95,50
31175,85,210436,58,27
64451,99,392020,67,32
35437,80,255472,55,25
47407,75,480004,52,23
63060,29,63060,24,5
15955,53,90880,38,15
82723,58,372256,42,16
12357,37,37072,28,9
98500,115,98500,77,38
2188,32,2464,24,8
77244,107,219976,72,35
35099,80,899584,55,25
92472,133,92472,88,45
21226,30,31840,24,6
3607,43,24352,31,12
57621,122,172864,81,41
32829,160,98488,104,56
26490,170,190996,110,60
14388,120,14388,79,41
69464,112,281716,75,37
71833,143,242440,94,49
95981,190,287944,123,67
2592,27,2592,21,6
48517,127,560356,84,43
91684,146,954016,96,50
62062,86,209464,59,27
66737,91,240568,62,29
81258,182,121888,118,64
61754,55,92632,40,15
84775,164,643768,107,57
11088,37,11088,28,9
30817,134,117016,88,46
23409,144,70228,94,50
137,90,9232,58,32
17414,141,39184,92,49
59501,166,254176,108,58
84515,58,380320,42,16
56359,65,427984,46,19
66198,161,148948,105,56
92790,146,234880,96,50
92421,146,277264,96,50
32855,160,221776,104,56
76241,107,228724,72,35
90064,177,250504,115,62
16323,177,8153620,114,63
6969,57,23524,40,17
27519,121,1357288,80,41
51926,52,116836,38,14
59849,73,302992,51,22
93423,164,7775332,107,57
1701,60,9232,41,19
93783,133,633040,88,45
23200,25,23200,21,4
44590,70,150496,49,21
32116,46,32116,34,12
61935,161,3013504,105,56
54317,39,162952,30,9
5521,129,16564,84,45
36456,62,36456,44,18
86466,195,4733152,126,69
41606,150,93616,98,52
14956,115,345544,76,39
44050,70,111508,49,21
13918,89,70468,60,29
70294,143,158164,94,49
78582,125,198916,83,42
64926,192,1404052,124,68
70270,81,800440,56,25
30955,160,176308,104,56
96672,71,96672,50,21
72618,68,108928,48,20
41459,62,186568,44,18
89038,76,507112,53,23
21114,149,31672,97,52
99978,159,149968,104,55
90227,63,406024,45,18
43940,163,400948,106,57
29346,178,225988,115,63
46314,57,69472,41,16
92366,138,6398980,91,47
69167,81,5048080,56,25
47862,176,163780,114,62
97407,146,3328612,96,50
49299,96,899584,65,31
47222,83,119536,57,26
44943,207,455056,133,74
3454,56,39364,39,17
54936,153,54936,100,53
43371,70,195172,49,21
8329,189,144340,121,68
15535,115,255472,76,39
85281,58,255844,42,16
84926,195,11927896,126,69
36321,155,206872,101,54
49171,52,221272,38,14
80202,94,120304,64,30
8641,171,27700,110,61
91058,177,153664,115,62
30050,90,45076,61,29
5619,160,25288,103,57
56054,60,141892,43,17
1921,143,9232,92,51
43938,44,65908,33,11
69725,143,209176,94,49
12208,156,12208,101,55
65775,122,2528656,81,41
32973,67,98920,47,20
10800,117,10800,77,40
71089,187,250504,121,66
28917,121,86752,80,41
70464,99,70464,67,32
93501,71,280504,50,21
76701,200,552904,129,71
37159,67,282184,47,20
84608,120,84608,80,40
71697,50,215092,37,13
61511,117,1330180,78,39
58693,179,225988,116,63
61745,117,281716,78,39
15811,190,250504,122,68
5127,147,34612,95,52
30010,64,45016,45,19
99121,66,297364,47,19
90933,84,272800,58,26
193,119,9232,76,43
36414,186,276532,120,66
12817,63,38452,44,19
39083,168,175876,109,59
65049,73,219544,51,22
50941,96,489616,65,31
32131,46,144592,34,12
40143,49,406456,36,13
36469,155,109408,101,54
30699,116,262276,77,39
10656,117,10656,77,40
47898,52,71848,38,14
30076,90,114208,61,29
9360,60,9360,42,18
42057,88,212920,60,28
51832,127,65608,84,43
59192,96,84292,65,31
33273,98,455380,66,32
14672,40,14672,30,10
27049,121,462184,80,41
76275,55,343240,40,15
25964,170,49300,110,60
43955,70,197800,49,21
72310,42,183040,32,10
95431,128,644164,85,43
718,51,9232,35,16
11677,218,250504,139,79
4435,77,95956,52,25
49811,158,224152,103,55
94637,84,283912,58,26
4995,90,22480,60,30
4235,56,19060,39,17
69301,130,207904,86,44
43950,101,148336,68,33
37406,111,189376,74,37
34873,142,117700,93,49
42216,150,42216,98,52
23186,188,225988,121,67
43443,163,195496,106,57
51760,52,51760,38,14
41154,88,78136,60,28
77536,76,77536,53,23
2582,53,5812,37,16
51718,140,116368,92,48
2764,128,9232,83,45
92911,115,2381236,77,38
55481,153,187252,100,53
38760,75,39364,52,23
76068,200,96280,129,71
25308,56,42712,40,16
96372,45,96372,34,11
11065,161,53188,104,57
76849,81,230548,56,25
37549,62,112648,44,18
36946,93,210436,63,30
47938,52,71908,38,14
6477,49,19432,35,14
51757,171,1276936,111,60
90102,164,288664,107,57
2383,50,24136,35,15
49684,158,49684,103,55
88000,45,88000,34,11
45277,70,135832,49,21
33403,67,169108,47,20
91882,84,137824,58,26
26947,139,599056,91,48
79699,120,680884,80,40
73934,156,631636,102,54
22336,38,22336,29,9
45096,88,45096,60,28
79931,68,404656,48,20
27198,121,206548,80,41
22011,74,125368,51,23
24124,95,61072,64,31
87924,71,87924,50,21
2891,48,13012,34,14
93306,53,139960,39,14
8027,189,146500,121,68
64926,192,1404052,124,68
68843,205,1256128,132,73
33666,98,53944,66,32
9278,91,70468,61,30
42240,119,42240,79,40
47665,101,142996,68,33
48009,101,831544,68,33
14684,133,24784,87,46
671,95,39364,62,33
89212,164,338740,107,57
17890,48,26836,35,13
55613,114,166840,76,38
44536,238,481624,152,86
78543,107,1006504,72,35
54320,39,54320,30,9
92068,71,196648,50,21
21640,43,21640,32,11
64713,130,897856,86,44
16634,53,31588,38,15
34661,142,103984,93,49
68976,174,1276936,113,61
32173,54,96520,39,15
59198,104,505744,70,34
58848,166,58848,108,58
11578,55,17368,39,16
77300,125,77300,83,42
20177,136,60532,89,47
44387,70,199744,49,21
63973,192,191920,124,68
89792,133,89792,88,45
41004,150,46132,98,52
19997,92,59992,62,30
86599,71,584548,50,21
35932,186,138400,120,66
35711,124,2316760,82,42
34694,142,78064,93,49
35741,111,1100608,74,37
77242,107,223072,72,35
93584,146,93584,96,50
76503,200,516400,129,71
17375,110,263896,73,37
76675,37,345040,29,8
81472,37,81472,29,8
45914,176,68872,114,62
66026,42,99040,32,10
44517,70,133552,49,21
87797,58,263392,42,16
26070,77,74248,53,24
56234,60,84352,43,17
84812,58,95416,42,16
59050,42,88576,32,10
39179,150,176308,98,52
32822,67,280420,47,20
51728,171,1276936,111,60
60936,179,60936,116,63
17000,128,17000,84,44
62523,86,316528,59,27
38713,124,130660,82,42
64552,73,64552,51,22
40173,44,120520,33,11
33723,59,170728,42,17
10626,55,15940,39,16
67166,68,340036,48,20
76510,200,1276936,129,71
6860,31,7720,24,7
41610,150,62416,98,52
43308,44,48724,33,11
21840,17,21840,16,1
27217,90,87208,61,29
52954,140,79432,92,48
84482,107,126724,72,35
60594,86,102256,59,27
72076,42,81088,32,10
49523,70,222856,49,21
99162,159,148744,104,55
4887,46,32992,33,13
7486,70,95956,48,22
31456,147,31456,96,51
16768,35,16768,27,8
28454,51,64024,37,14
76281,63,289636,45,18
53443,215,240496,138,77
51878,96,747952,65,31
12227,156,55024,101,55
93406,133,531988,88,45
22589,61,67768,43,18
78977,76,253024,53,23
31710,222,270916,142,80
47789,96,143368,65,31
88032,177,225988,115,62
37020,155,70288,101,54
44949,163,134848,106,57
65134,205,225988,132,73
66459,99,757024,67,32
27527,152,185812,99,53
73494,187,165364,121,66
52199,202,594592,130,72
99535,128,1007800,85,43
43396,163,43396,106,57
24032,144,24032,94,50
75543,107,509920,72,35
37702,155,84832,101,54
25940,33,25940,26,7
49146,158,1276936,103,55
20325,43,60976,32,11
22868,38,22868,29,9
204,26,232,19,7
16545,97,119284,65,32
15900,53,26836,38,15
29064,72,39364,50,22
90881,133,272644,88,45
3749,175,250504,112,63
66630,68,149920,48,20
80765,151,560356,99,52
20885,56,62656,40,16
25184,64,25184,45,19
81571,182,367072,118,64
71247,73,721384,51,22
19260,74,61720,51,23
35960,80,45520,55,25
33458,67,56464,47,20
85680,102,85680,69,33
2104,81,9232,54,27
65902,99,400840,67,32
44536,238,481624,152,86
16104,71,16104,49,22
98047,128,21467320,85,43
90013,164,270040,107,57
78279,107,528388,72,35
12392,125,12392,82,43
28902,46,65032,34,12
97538,159,312496,104,55
81160,37,81160,29,8
67915,68,305620,48,20
50358,109,242008,73,36
86909,102,329992,69,33
38438,75,86488,52,23
35504,98,35504,66,32
96283,159,1645108,104,55
93460,84,93460,58,26
75404,156,84832,102,54
41259,119,952864,79,40
33725,98,324160,66,32
64287,130,976372,86,44
74843,86,959092,59,27
14909,71,44728,49,22
92618,115,281716,77,38
50627,57,243304,41,16
37229,93,119284,63,30
23387,82,177604,56,26
46755,83,210400,57,26
28303,108,286576,72,36
60816,34,60816,27,7
84749,133,254248,88,45
63345,148,190036,97,51
35619,98,160288,66,32
76235,107,343060,72,35
61115,179,309400,116,63
70131,68,315592,48,20
25526,126,96928,83,43
79819,45,359188,34,11
14335,195,2480056,125,70
94716,177,809188,115,62
62768,179,190996,116,63
6645,137,19936,89,48
32934,147,93796,96,51
43470,194,313360,125,69
33688,129,33688,85,44
52657,140,157972,92,48
17376,141,17376,92,49
65207,192,440152,124,68
96463,128,1390660,85,43
36608,111,36608,74,37
83179,89,532960,61,28
23994,51,35992,37,14
44387,70,199744,49,21
46288,52,46288,38,14
86725,133,260176,88,45
98133,53,294400,39,14
93309,146,1276936,96,50
96394,45,144592,34,11
76313,55,257560,40,15
98372,115,98372,77,38
75325,63,225976,45,18
71197,37,213592,29,8
70015,81,2392576,56,25
8211,158,36952,102,56
10923,55,49156,39,16
36290,93,155032,63,30
33341,116,100024,77,39
39851,75,179332,52,23
56985,104,205396,70,34
84179,182,378808,118,64
11095,55,74896,39,16
87960,102,87960,69,33
33419,90,150388,61,29
5742,80,39364,54,26
72375,143,488536,94,49
68799,205,1567348,132,73
70533,156,225988,102,54
22165,69,66496,48,21
35596,72,40048,50,22
30258,209,6810136,134,75
14212,58,20248,41,17
95990,252,5399296,161,91
5233,28,15700,22,6
67754,37,101632,29,8
52692,140,52692,92,48
89766,115,647080,77,38
79769,107,269224,72,35
25614,82,155824,56,26
14027,107,63124,71,36
53536,96,53536,65,31
94091,146,423412,96,50
30909,90,237976,61,29
52114,140,131920,92,48
19611,198,715696,127,71
46647,158,1702276,103,55
63186,78,239920,54,24
72568,94,103336,64,30
47575,57,342952,41,16
91052,208,129652,134,74
36183,142,244240,93,49
571,30,2896,22,8
97791,172,7518904,112,60
19289,167,65104,108,59
78825,244,1515184,156,88
29878,72,127636,50,22
84426,107,126640,72,35
918,129,9232,83,46
75603,68,645892,48,20
95041,146,285124,96,50
64576,117,64576,78,39
72519,81,619540,56,25
39105,75,117316,52,23
18063,185,182896,119,66
17000,128,17000,84,44
61846,210,190996,135,75
9942,73,22372,50,23
61170,135,261304,89,46
23471,82,237652,56,26
59822,73,201904,51,22
86670,151,1249504,99,52
44436,132,44436,87,45
4530,64,9232,44,20
83056,76,94768,53,23
12193,68,36580,47,21
74103,143,500200,94,49
72763,125,442564,83,42
86796,164,97648,107,57
34088,80,34088,55,25
66678,68,168784,48,20
4628,33,4628,25,8
56542,135,515860,89,46
68227,81,307024,56,25
3256,43,3256,31,12
57434,122,86152,81,41
5214,85,33424,57,28
19405,167,1276936,108,59
25381,82,76144,56,26
91057,177,273172,115,62
19174,74,43144,51,23
53028,78,67120,54,24
23990,188,91096,121,67
24520,157,44224,102,55
22440,87,22440,59,28
76950,50,173140,37,13
14996,177,250504,114,63
23560,82,23560,56,26
89050,76,304720,53,23
5022,90,25432,60,30
98001,66,294004,47,19
21120,118,21120,78,40
51540,26,51540,22,4
94836,76,94836,53,23
39351,49,265624,36,13
46224,145,46224,95,50
25518,82,86128,56,26
78654,151,671956,99,52
22251,69,126736,48,21
84487,107,570292,72,35
82896,45,82896,34,11
89133,71,267400,50,21
91067,84,461032,58,26
66799,236,6589024,151,85
54200,47,54200,35,12
59547,73,678292,51,22
88152,146,88152,96,50
3328,17,3328,15,2
29769,116,150712,77,39
64419,73,289888,51,22
94387,102,424744,69,33
42789,194,128368,125,69
82385,58,247156,42,16
46831,132,1200256,87,45
52447,52,796552,38,14
15161,84,51172,57,27
56584,104,56584,70,34
33999,85,344248,58,27
27231,90,413584,61,29
9077,65,27232,45,20
69342,174,394936,113,61
31086,116,104920,77,39
55572,109,55572,73,36
14716,164,55888,106,58
5751,54,38824,38,16
78769,76,236308,53,23
35904,49,35904,36,13
72490,68,108736,48,20
32094,98,164752,66,32
91037,84,273112,58,26
87955,71,395800,50,21
34315,67,154420,47,20
48226,189,77272,122,67
87986,133,148480,88,45
83015,89,560356,61,28
35180,129,84544,85,44
25339,95,410992,64,31
92436,146,92436,96,50
69682,55,117592,40,15
32102,46,72232,34,12
2776,128,9232,83,45
97184,66,97184,47,19
45620,31,45620,25,6
45839,31,464128,25,6
19540,43,19540,32,11
57125,104,171376,70,34
65150,161,742120,105,56
26617,77,113704,53,24
79656,45,79656,34,11
90696,89,90696,61,28
54568,140,65608,92,48
37100,155,46960,101,54
75832,200,129760,129,71
61800,148,61800,97,51
90222,71,385396,50,21
25480,33,25480,26,7
46173,145,138520,95,50
99166,159,502036,104,55
55864,91,59668,62,29
42044,88,106432,60,28
82570,151,123856,99,52
15409,146,46228,95,51
57981,184,27114424,119,65
82957,89,248872,61,28
16352,66,39364,46,20
4132,157,9232,101,56
44826,39,67240,30,9
11350,130,25540,85,45
60932,86,164752,59,27
44255,119,672136,79,40
38226,199,2480056,128,71
12454,94,95956,63,31
18815,110,642976,73,37
18264,61,18264,43,18
77695,231,2655016,148,83
15736,102,19924,68,34
15831,102,106864,68,34
47894,96,107764,65,31
44674,132,67012,87,45
89463,164,603880,107,57
45067,62,202804,44,18
3374,43,11392,31,12
10336,104,10336,69,35
23742,100,180304,67,33
10693,117,32080,77,40
47296,26,47296,22,4
45542,132,102472,87,45
34058,41,51088,31,10
66984,130,66984,86,44
19584,43,19584,32,11
22766,175,76840,113,62
59288,166,59288,108,58
23907,51,107584,37,14
85104,58,85104,42,16
79676,76,201688,53,23
46526,176,353320,114,62
38231,80,258064,55,25
19521,48,58564,35,13
85239,89,575368,61,28
51935,109,899584,73,36
25567,201,552904,129,72
73194,125,250504,83,42
30135,116,217240,77,39
10346,104,15520,69,35
41186,31,61780,25,6
92950,146,209140,96,50
70745,81,238768,56,25
33456,41,33456,31,10
28019,152,126088,99,53
54220,91,61000,62,29
45992,57,45992,41,16
73617,156,398032,102,54
87439,102,885328,69,33
9487,60,96064,42,18
38863,124,393496,82,42
58871,122,397384,81,41
86695,195,937384,126,69
43857,194,150064,125,69
86056,76,86056,53,23
31380,178,190996,115,63
64730,192,97096,124,68
28379,103,215512,69,34
54354,202,8153620,130,72
49997,158,149992,103,55
14032,58,14032,41,17
80073,182,405376,118,64
65983,148,2536648,97,51
36684,155,41272,101,54
17619,79,79288,54,25
6588,137,18772,89,48
62791,179,905236,116,63
31481,85,119536,58,27
98531,40,443392,31,9
20528,56,20528,40,16
23570,82,59668,56,26
11152,130,11152,85,45
71095,73,479896,51,22
59175,122,449368,81,41
44740,70,44740,49,21
32955,121,166840,80,41
35304,49,35304,36,13
34701,49,104104,36,13
93037,159,503008,104,55
67569,174,250504,113,61
66789,73,304720,51,22
71046,174,159856,113,61
37843,106,517912,71,35
13901,107,41704,71,36
80060,68,486952,48,20
1882,130,9232,84,46
33038,67,111508,47,20
1631,135,24784,87,48
20790,87,118420,59,28
88060,76,1692736,53,23
83495,58,634048,42,16
46152,176,49300,114,62
48921,127,1357288,84,43
67232,37,67232,29,8
80358,120,217240,80,40
3263,74,74356,50,24
66982,112,150712,75,37
81973,151,245920,99,52
75486,112,429928,75,37
54723,184,295864,119,65
89500,120,1290328,80,40
50819,83,228688,57,26
29933,41,89800,31,10
6902,57,17476,40,17
99024,40,99024,31,9
8598,65,19348,45,20
63910,99,345544,67,32
72392,50,72392,37,13
84215,107,568456,72,35
8264,158,9232,102,56
63294,78,540736,54,24
25806,126,220480,83,43
91680,32,91680,26,6
11875,143,53440,93,50
93066,53,139600,39,14
86403,71,388816,50,21
14080,120,14080,79,41
49851,96,252376,65,31
72780,125,560356,83,42
95409,128,286228,85,43
9019,39,45664,29,10
49501,65,148504,46,19
12101,68,36304,47,21
57022,153,433024,100,53
19801,136,66832,89,47
63401,117,3084856,78,39
92447,177,1404052,115,62
29438,147,503008,96,51
76538,81,145312,56,25
46676,39,46676,30,9
19943,74,227176,51,23
20863,87,712960,59,28
11670,81,26260,55,26
53773,47,161320,35,12
15917,97,47752,65,32
10879,130,954016,85,45
2986,22,4480,18,4
97906,159,165220,104,55
73649,50,220948,37,13
41236,31,41236,25,6
18932,92,45520,62,30
92877,146,278632,96,50
337,112,9232,72,40
42934,49,163024,36,13
84900,226,1276936,145,81
45537,88,259360,60,28
69505,112,208516,75,37
99215,190,1004560,123,67
51149,171,153448,111,60
16280,159,16280,103,56
68666,81,103000,56,25
71387,125,542104,83,42
86125,107,785752,72,35
77486,63,261520,45,18
74056,262,975400,167,95
91912,177,209680,115,62
98619,159,499264,104,55
77274,169,115912,110,59
66671,55,854368,40,15
76475,107,387160,72,35
54029,78,162088,54,24
90023,89,683620,61,28
91633,84,274900,58,26
71129,73,240064,51,22
18109,40,54328,30,10
52496,78,52496,54,24
82807,63,558952,45,18
93186,58,139780,42,16
76534,112,314656,75,37
99026,71,376000,50,21
56831,228,6221608,146,82
74641,125,223924,83,42
52510,52,265840,38,14
66407,236,9693268,151,85
94221,84,282664,58,26
39520,137,39520,90,47
49650,96,94264,65,31
34525,129,103576,85,44
96494,45,325672,34,11
33886,59,244276,42,17
44370,93,852928,63,30
95403,53,429316,39,14
30677,59,92032,42,17
64094,73,1039552,51,22
47765,145,143296,95,50
50800,202,695464,130,72
79415,275,11003416,175,100
93096,53,93096,39,14
72308,94,72308,64,30
82063,244,830896,156,88
95433,53,483136,39,14
31924,54,31924,39,15
78389,138,235168,91,47
47575,57,342952,41,16
43392,57,43392,41,16
53665,109,870424,73,36
67385,68,227428,48,20
31028,54,31028,39,15
35465,80,302992,55,25
34486,85,314656,58,27
19457,48,58372,35,13
74796,112,84148,75,37
35555,36,160000,28,8
46923,39,211156,30,9
13410,45,20116,33,12
69328,143,69328,94,49
91401,195,1426408,126,69
36640,155,36640,101,54
63628,99,71584,67,32
83425,138,475144,91,47
19693,74,59080,51,23
89038,76,507112,53,23
78841,76,505168,53,23
54201,140,293056,92,48
93064,53,93064,39,14
57416,78,57416,54,24
18075,185,742120,119,66
15550,53,118096,38,15
29964,165,33712,107,58
91457,177,274372,115,62
96363,133,926152,88,45
52266,140,78400,92,48
16062,45,121984,33,12
58227,73,262024,51,22
28811,196,129652,126,70
60007,117,1025296,78,39
22801,69,68404,48,21
75477,63,226432,45,18
69461,50,208384,37,13
57768,60,57768,43,17
28055,108,189376,72,36
75320,63,75320,45,18
45398,163,102148,106,57
13234,45,22336,33,12
90021,89,547540,61,28
25069,64,75208,45,19
65728,42,65728,32,10
90611,208,2480056,134,74
70454,104,857032,70,34
25833,170,196180,110,60
86243,71,388096,50,21
13683,58,61576,41,17
92299,115,665332,77,38
23384,144,23384,94,50
58161,73,174484,51,22
93333,84,280000,58,26
23667,100,106504,67,33
58818,104,954016,70,34
91199,208,2077648,134,74
34643,173,374596,112,61
41831,150,2035348,98,52
10235,117,560356,77,40
57617,166,172852,108,58
9222,109,20752,72,37
11411,81,61720,55,26
80056,182,250504,118,64
61414,117,560356,78,39
1052,80,9232,53,27
75302,125,1100608,83,42
76919,169,519208,110,59
78117,169,400948,110,59
56564,153,56564,100,53
97860,128,97860,85,43
44758,114,121012,76,38
77476,76,330964,53,23
51258,171,76888,111,60
95501,146,286504,96,50
308,24,308,18,6
56890,153,102544,100,53
68896,81,68896,56,25
95185,76,285556,53,23
35945,93,272968,63,30
99556,159,106324,104,55
38135,54,257416,39,15
27324,46,69172,34,12
71763,174,408724,113,61
87226,58,130840,42,16
96508,146,549664,96,50
25955,51,116800,37,14
55022,184,185704,119,65
89960,63,89960,45,18
95928,84,95928,58,26
79867,182,1844368,118,64
70428,81,118852,56,25
4993,165,21688,106,59
1962,24,2944,19,5
12498,156,47464,101,55
32552,160,32552,104,56
76385,107,392020,72,35
55756,60,62728,43,17
13256,76,13256,52,24
4568,33,4568,25,8
48848,158,48848,103,55
48004,145,102544,95,50
20390,180,98008,116,64
44524,75,304720,52,23
61577,140,6398980,92,48
43920,44,43920,33,11
82104,58,82104,42,16
3359,136,51028,88,48
88536,45,88536,34,11
76525,81,229576,56,25
97058,128,897856,85,43
5699,67,25648,46,21
66810,236,481624,151,85
93080,146,93080,96,50
55806,91,1430296,62,29
31350,103,79360,69,34
76778,76,115168,53,23
50249,171,619648,111,60
75034,156,112552,102,54
98240,66,118096,47,19
44042,194,190996,125,69
31955,98,345544,66,32
8003,44,36016,32,12
69784,143,69784,94,49
87235,133,392560,88,45
19739,211,505924,135,76
10704,73,10704,50,23
49423,52,500416,38,14
83107,76,373984,53,23
61900,179,69640,116,63
12393,63,94120,44,19
44725,70,134176,49,21
32300,72,36340,50,22
15642,102,23464,68,34
79535,213,2942080,137,76
6306,62,9460,43,19
98263,190,1195288,123,67
18783,61,285280,43,18
78258,182,225988,118,64
77964,138,87712,91,47
20567,87,138832,59,28
67767,112,549556,75,37
6512,44,6512,32,12
26178,139,39268,91,48
4766,51,24136,36,15
20355,35,91600,27,8
23930,51,35896,37,14
28821,165,86464,107,58
29524,41,29524,31,10
71089,187,250504,121,66
66164,99,66164,67,32
77526,81,174436,56,25
13781,107,41344,71,36
6590,137,50056,89,48
34813,111,952864,74,37
93665,107,533464,72,35
45940,83,45940,57,26
51494,109,223072,73,36
93327,146,944944,96,50
40954,119,897856,79,40
65786,192,150064,124,68
19310,105,223072,70,35
54196,47,54196,35,12
25902,51,87424,37,14
23577,144,79576,94,50
31509,28,94528,23,5
74712,156,74712,102,54
25465,139,367144,91,48
60282,91,90424,62,29
16261,128,250504,84,44
35441,142,106324,93,49
95083,58,427876,42,16
56684,153,107620,100,53
41431,181,279664,117,64
1988,24,1988,19,5
25106,64,63556,45,19
78485,169,235456,110,59
13027,45,58624,33,12
68310,86,155824,59,27
45928,83,45928,57,26
75415,156,509056,102,54
57536,122,57536,81,41
42947,49,193264,36,13
56562,228,2480056,146,82
10378,104,15568,69,35
53593,96,180880,65,31
7348,132,9232,86,46
33777,173,250504,112,61
3784,38,3784,28,10
55799,259,2480056,165,94
4299,64,19348,44,20
70205,143,210616,94,49
86208,71,86208,50,21
55162,91,176740,62,29
60653,86,181960,59,27
34485,173,1276936,112,61
98615,120,665656,80,40
20923,131,105928,86,45
34029,80,102088,55,25
20317,180,60952,116,64
76997,50,230992,37,13
16969,84,85912,57,27
30267,165,153232,107,58
95746,97,143620,66,31
24001,144,72004,94,50
14012,89,95956,60,29
2867,27,12904,21,6
5899,49,26548,35,14
18396,154,44224,100,54
39020,62,166696,44,18
4007,43,30436,31,12
34394,67,51592,47,20
10957,42,32872,31,11
50043,233,480976,149,84
96200,45,96200,34,11
6079,67,155824,46,21
29632,134,29632,88,46
95677,58,287032,42,16
62902,161,6980632,105,56
69498,112,250504,75,37
94814,76,480004,53,23
41575,111,710368,74,37
31418,85,47128,58,27
88021,45,264064,34,11
83640,58,83640,42,16
65007,86,1110724,59,27
94882,76,486952,53,23
39455,62,599236,44,18
1588,29,1588,22,7
54711,122,899584,81,41
86568,45,86568,34,11
91749,71,275248,50,21
75887,200,1641040,129,71
18817,154,56452,100,54
85825,50,257476,37,13
29433,121,111760,80,41
48618,158,72928,103,55
72374,143,274804,94,49
34218,28,51328,23,5
20885,56,62656,40,16
5455,129,95956,84,45
74961,94,512944,64,30
43619,70,196288,49,21
83949,89,251848,61,28
62672,55,62672,40,15
47112,101,47112,68,33
39614,75,300832,52,23
85679,102,867508,69,33
59994,91,89992,62,29
8849,47,26548,34,13
78673,125,252052,83,42
66126,143,251080,94,49
86445,71,259336,50,21
61603,135,277216,89,46
72046,68,243160,48,20
42223,225,3652288,144,81
49224,96,49224,65,31
65334,68,372112,48,20
52733,246,975400,157,89
49421,114,148264,76,38
75505,63,226516,45,18
2463,208,250504,132,76
9461,60,28384,42,18
99320,97,424276,66,31
9276,60,23488,42,18
94214,84,211984,58,26
13270,76,85048,52,24
65943,161,445120,105,56
72921,156,246112,102,54
22554,87,33832,59,28
